fecha,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20
2023-12-14,33,30,6,82,45,39,24,55,55,0,8,61,28,98,24,15,4,68,29,27
2023-12-15,11,5,23,39,66,10,36,99,68,99,7,40,23,94,90,56,30,54,87,57
2023-12-16,76,68,9,75,20,87,30,56,28,0,78,71,92,57,18,17,38,33,40,22
2023-12-17,98,8,73,56,55,61,90,67,27,26,82,47,70,37,73,42,49,92,49,22
2023-12-18,53,0,27,60,7,45,59,22,21,66,97,30,20,98,83,93,4,93,83,29
2023-12-19,62,17,41,60,11,96,92,86,12,66,89,13,64,20,68,64,87,48,75,19
2023-12-20,64,87,72,87,62,55,91,32,74,69,81,49,49,3,93,38,55,19,61,34
2023-12-21,58,73,60,3,80,56,23,32,81,93,81,88,48,41,81,39,70,61,15,30
2023-12-22,21,12,42,19,7,20,61,80,46,60,65,65,98,60,54,86,62,45,74,22
2023-12-23,67,76,63,18,51,80,40,92,4,66,23,64,94,57,43,85,46,56,30,54
2023-12-24,71,50,21,1,21,85,95,56,82,4,85,28,17,27,49,58,0,34,70,75
2023-12-25,23,24,67,60,49,54,49,40,78,88,63,26,97,8,95,55,71,42,35,22
2023-12-26,11,31,25,53,85,8,74,26,64,62,73,1,0,16,98,34,62,30,48,43
2023-12-27,18,35,19,27,41,79,19,19,24,78,24,81,32,30,37,44,41,39,99,69
2023-12-28,88,89,42,77,47,59,73,58,50,1,96,3,12,4,62,30,89,59,78,14
2023-12-29,41,62,18,38,75,68,90,55,20,87,96,48,8,25,75,0,29,36,78,43
2023-12-30,52,67,78,33,17,18,16,11,44,18,78,0,95,1,32,75,87,8,80,75
2023-12-31,45,62,36,31,3,0,52,1,12,9,63,66,75,97,97,20,35,56,4,19
2024-01-01,85,40,48,73,80,86,89,29,64,11,96,26,39,93,63,28,8,48,59,66
2024-01-02,16,70,36,94,65,91,3,90,87,51,97,74,99,75,91,19,19,50,72,26
2024-01-03,41,17,92,74,3,2,99,39,60,94,95,9,63,99,17,66,77,7,38,20
2024-01-04,5,9,34,57,95,93,87,77,4,40,77,96,46,70,99,62,77,96,71,13
2024-01-05,97,80,26,98,7,93,84,27,86,6,95,60,52,99,2,51,73,11,1,61
2024-01-06,33,48,62,38,21,23,18,71,13,97,0,30,80,9,58,29,96,21,7,61
2024-01-07,37,90,91,79,12,65,9,2,19,49,45,77,52,26,13,56,67,21,63,86
2024-01-08,24,81,95,93,14,4,72,38,17,44,54,16,3,78,45,24,95,75,40,27
2024-01-09,72,72,88,1,62,28,97,2,48,71,75,63,47,90,57,52,85,44,60,32
2024-01-10,21,46,33,3,48,65,5,56,31,4,9,71,53,95,68,96,28,58,55,52
2024-01-11,89,52,26,70,26,8,58,13,71,43,86,40,39,42,71,15,34,26,38,91
2024-01-12,63,50,12,57,79,36,90,35,16,82,56,51,92,82,99,69,57,53,35,18
2024-01-13,82,0,88,26,23,0,35,8,18,68,41,1,31,0,91,86,35,24,10,70
2024-01-14,12,66,25,72,39,13,27,69,68,59,32,63,4,60,78,13,81,90,95,3
2024-01-15,89,6,37,54,22,34,90,17,53,82,24,93,98,26,47,1,96,13,42,67
2024-01-16,65,65,1,73,74,54,73,0,16,7,31,20,18,41,62,54,83,39,40,1
2024-01-17,76,60,12,19,17,40,3,77,31,91,27,36,92,16,84,15,49,87,15,3
2024-01-18,23,26,40,74,4,57,72,80,96,82,10,17,72,21,24,84,46,39,46,25
2024-01-19,8,97,29,51,5,14,10,5,65,1,45,66,36,15,22,15,29,35,39,22
2024-01-20,23,63,2,44,92,76,33,54,98,71,58,55,89,19,57,35,46,3,79,18
2024-01-21,56,92,25,32,40,54,23,73,62,9,50,35,35,98,40,2,35,59,52,7
2024-01-22,16,76,0,23,98,65,24,19,41,64,17,74,4,19,59,70,67,26,38,3
2024-01-23,0,41,54,82,96,59,81,13,81,25,40,2,46,65,25,80,92,57,24,70
2024-01-24,29,16,28,43,22,33,39,75,85,82,19,80,64,23,37,34,43,84,41,5
2024-01-25,73,78,57,47,77,2,58,95,79,27,91,20,54,62,3,12,54,18,41,70
2024-01-26,62,87,92,92,39,12,66,91,76,69,80,40,50,19,67,34,26,25,51,53
2024-01-27,82,91,30,33,28,30,72,62,7,57,84,6,90,25,32,39,14,9,24,0
2024-01-28,57,13,9,56,59,65,50,88,12,78,41,90,23,94,86,17,43,24,14,38
2024-01-29,53,40,33,32,16,22,52,15,82,73,98,31,18,7,34,92,59,95,91,37
2024-01-30,43,29,74,56,6,91,78,93,24,75,63,12,25,19,15,64,86,98,21,67
2024-01-31,7,23,84,94,97,46,73,36,70,15,12,98,31,89,2,83,93,1,38,80
2024-02-01,0,30,25,13,8,24,19,97,2,12,80,76,46,38,34,97,86,26,46,74
2024-02-02,82,12,95,81,50,50,50,81,54,81,86,70,4,44,25,4,64,51,6,62
2024-02-03,19,93,69,0,87,6,1,39,15,81,94,78,36,29,34,8,90,24,25,71
2024-02-04,61,95,98,41,92,95,85,93,59,11,85,30,92,51,48,83,38,10,78,29
2024-02-05,84,91,39,67,1,79,45,26,87,40,82,42,94,67,66,12,74,52,71,86
2024-02-06,70,49,85,73,76,91,13,49,12,74,43,72,12,62,11,35,53,69,50,73
2024-02-07,17,64,38,15,85,97,23,15,76,99,41,79,14,22,14,66,58,66,16,8
2024-02-08,53,52,42,68,41,85,77,33,89,49,46,72,95,3,17,80,44,85,35,97
2024-02-09,21,94,78,97,16,35,19,82,26,52,19,70,74,11,68,16,95,87,20,34
2024-02-10,59,80,94,41,48,15,34,99,93,41,22,57,42,75,62,66,37,61,68,64
2024-02-11,69,89,26,15,3,70,33,50,7,92,58,12,40,31,86,87,79,38,94,27
2024-02-12,66,52,43,18,23,82,66,93,68,6,11,72,25,24,40,74,63,19,89,97
2024-02-13,79,19,79,52,2,66,97,43,6,23,55,79,18,21,92,88,91,17,93,33
2024-02-14,51,45,97,26,95,95,91,35,37,20,47,24,62,86,94,43,43,51,91,7
2024-02-15,30,19,77,37,96,97,88,50,93,37,39,47,69,6,53,96,6,8,94,83
2024-02-16,0,45,30,16,5,24,65,30,30,26,9,59,73,98,22,16,70,32,50,70
2024-02-17,41,37,43,45,0,18,60,1,27,44,44,4,87,9,87,99,17,7,12,85
2024-02-18,97,59,94,76,56,91,46,41,71,74,35,47,21,11,35,49,15,16,12,87
2024-02-19,69,14,66,48,56,82,47,28,78,15,92,94,34,77,92,91,11,16,49,55
2024-02-20,34,7,42,28,44,27,43,58,36,21,39,26,6,63,63,31,95,78,90,46
2024-02-21,52,69,58,66,43,13,81,38,60,36,48,63,57,14,23,17,57,39,24,4
2024-02-22,76,5,38,45,45,13,70,22,62,37,52,45,95,34,15,36,49,6,91,19
2024-02-23,93,40,55,68,6,41,28,16,66,16,58,39,97,90,0,81,16,47,81,28
2024-02-24,73,24,87,43,19,5,60,68,68,49,40,61,3,23,25,77,44,4,89,38
2024-02-25,7,41,94,80,59,75,51,80,84,33,44,22,68,13,47,96,46,6,1,95
2024-02-26,70,70,36,50,55,76,50,30,53,68,5,47,34,89,38,62,45,81,92,8
2024-02-27,1,70,63,55,43,74,70,41,32,96,40,20,96,70,55,76,22,55,27,86
2024-02-28,13,21,24,43,13,54,73,0,88,85,5,6,57,31,49,56,63,73,85,60
2024-02-29,10,13,61,70,75,51,60,97,34,21,96,91,0,40,73,17,3,3,56,23
2024-03-01,25,1,72,84,73,13,95,96,25,98,44,4,57,52,85,35,76,78,3,67
2024-03-02,47,20,41,85,68,62,8,66,75,94,79,7,94,79,0,71,30,60,28,73
2024-03-03,18,83,7,2,13,38,65,48,47,86,55,50,41,97,24,15,49,67,2,85
2024-03-04,28,64,17,87,35,18,1,30,37,3,55,45,49,13,38,96,35,79,12,12
2024-03-05,99,64,66,42,76,92,8,17,86,7,35,8,40,44,18,8,41,51,73,72
2024-03-06,6,43,84,59,85,95,33,13,8,12,68,11,95,65,95,56,20,16,76,0
2024-03-07,87,2,60,38,61,78,11,94,59,38,97,81,16,8,92,58,46,7,54,27
2024-03-08,19,39,3,59,62,69,2,17,77,57,0,73,41,26,75,36,45,86,14,56
2024-03-09,10,97,31,91,36,84,76,23,64,23,1,30,71,17,62,76,31,10,59,13
2024-03-10,0,13,26,67,33,91,74,98,66,2,14,26,70,64,20,69,27,66,31,21
2024-03-11,49,98,64,35,51,43,3,67,20,53,7,79,1,32,38,77,97,19,13,62
2024-03-12,21,2,23,23,55,45,33,28,26,86,46,85,99,49,92,17,30,65,23,59
2024-03-13,89,97,53,73,60,41,35,61,34,74,12,71,51,8,83,54,73,12,15,87
2024-03-14,46,29,51,37,97,19,53,33,16,68,13,27,48,42,91,65,6,14,58,22
2024-03-15,19,98,70,30,2,79,57,31,52,89,6,73,86,52,96,23,72,42,37,63
2024-03-16,60,36,37,47,99,79,36,36,89,77,65,71,5,9,31,47,71,78,88,27
2024-03-17,74,99,20,6,89,13,71,38,35,94,35,40,1,18,36,66,6,34,36,79
2024-03-18,27,89,94,22,37,73,26,82,97,63,16,0,40,22,77,46,63,60,3,70
2024-03-19,82,47,58,14,65,93,71,1,30,95,66,32,60,16,92,38,19,7,3,64
2024-03-20,68,65,31,79,83,60,61,19,85,8,80,41,9,6,98,56,44,92,46,84
2024-03-21,85,75,9,95,62,40,76,7,17,67,62,52,67,94,13,34,29,93,18,36
2024-03-22,90,67,3,96,6,52,24,63,28,81,56,31,86,77,49,49,46,54,85,7
2024-03-23,38,75,96,15,4,80,97,71,55,23,95,72,69,88,87,8,1,22,91,53
2024-03-24,64,34,42,30,94,41,83,15,31,18,29,66,14,53,0,98,3,75,86,99
2024-03-25,65,60,55,76,87,52,72,96,11,58,6,43,72,38,10,82,24,50,14,98
2024-03-26,38,82,38,34,24,40,87,66,5,54,49,68,75,56,87,64,33,37,85,25
2024-03-27,14,75,42,22,82,18,73,34,71,77,15,82,61,85,3,75,98,70,91,41
2024-03-28,70,56,33,62,36,94,79,87,63,84,36,66,33,59,7,79,42,98,85,61
2024-03-29,26,62,75,47,59,87,13,49,86,39,88,55,40,99,16,34,21,98,15,11
2024-03-30,26,60,26,32,53,63,57,61,67,87,67,72,39,94,80,58,44,1,98,14
2024-03-31,50,34,32,41,57,1,15,61,73,67,99,4,51,41,19,89,14,50,19,43
2024-04-01,79,70,70,21,2,72,10,39,84,40,46,95,90,9,86,49,79,35,95,79
2024-04-02,44,36,21,27,44,35,64,63,19,26,4,38,47,10,8,26,49,98,91,39
2024-04-03,55,55,34,85,29,42,90,34,51,87,32,96,20,68,6,53,15,62,61,41
2024-04-04,92,89,73,71,6,32,20,38,10,31,57,16,10,70,24,47,83,37,9,78
2024-04-05,73,61,53,75,35,32,62,16,63,86,51,8,66,86,19,61,19,81,25,62
2024-04-06,58,37,90,90,34,34,65,28,30,2,9,65,32,8,93,29,20,52,83,87
2024-04-07,30,74,52,59,44,17,82,54,40,67,42,84,13,2,56,25,11,3,77,95
2024-04-08,61,77,83,80,32,0,62,94,88,0,90,1,53,85,41,68,23,97,4,63
2024-04-09,3,4,27,1,20,15,91,4,61,67,82,36,18,12,14,52,59,78,80,84
2024-04-10,15,74,7,88,52,64,61,55,52,92,34,77,36,4,37,15,44,8,78,59
2024-04-11,3,64,95,6,35,89,3,91,98,38,46,98,5,31,6,74,65,86,19,54
2024-04-12,71,28,88,19,11,28,79,71,89,61,91,54,91,87,47,0,98,49,74,45
2024-04-13,36,35,35,57,80,56,52,30,46,17,74,78,23,56,28,97,29,86,70,96
2024-04-14,71,60,46,47,0,99,56,58,18,43,21,21,54,24,66,37,37,70,67,40
2024-04-15,93,32,71,79,21,47,2,33,26,77,22,2,2,76,14,64,20,22,80,68
2024-04-16,65,92,87,84,13,16,98,57,54,50,73,59,14,10,30,87,40,87,57,92
2024-04-17,88,37,55,70,4,15,73,91,30,39,87,26,92,14,25,3,9,25,65,20
2024-04-18,93,34,51,66,13,68,12,82,48,8,70,7,97,45,38,31,44,78,52,64
2024-04-19,5,85,52,52,25,7,33,81,54,26,59,35,22,73,16,58,73,6,69,1
2024-04-20,81,27,15,13,43,28,46,84,10,26,11,63,62,84,72,69,16,81,0,71
2024-04-21,81,22,31,24,81,42,36,50,73,66,70,94,25,20,64,14,64,95,45,21
2024-04-22,99,38,11,41,8,8,4,45,45,73,54,86,87,17,4,70,0,39,5,45
2024-04-23,44,84,64,40,50,54,22,77,46,63,3,11,58,74,32,94,84,52,63,59
2024-04-24,30,6,80,46,84,37,1,12,15,73,3,81,69,32,52,93,6,36,39,96
2024-04-25,97,84,38,88,48,64,92,24,86,39,87,54,24,76,11,14,14,84,87,57
2024-04-26,27,39,18,0,83,19,7,13,92,36,64,3,52,74,6,29,32,88,66,86
2024-04-27,37,59,51,27,42,24,1,96,95,82,17,2,19,87,15,23,69,47,65,56
2024-04-28,57,87,21,13,40,53,49,53,48,51,93,4,94,58,4,5,57,68,52,44
2024-04-29,27,60,89,42,69,1,44,76,84,53,56,13,29,66,76,8,96,95,18,4
2024-04-30,34,95,44,31,89,13,94,80,38,78,75,57,78,50,84,79,90,79,92,17
2024-05-01,27,45,24,89,17,45,52,87,25,96,29,16,25,88,15,3,29,54,35,16
2024-05-02,36,69,43,57,94,74,80,28,51,34,48,11,51,52,57,23,22,36,53,33
2024-05-03,70,58,11,22,60,53,33,17,92,44,21,72,25,26,82,90,46,63,36,63
2024-05-04,72,72,4,9,70,53,94,10,98,13,3,89,50,28,57,37,98,77,65,32
2024-05-05,2,79,4,11,58,75,40,58,97,28,4,22,44,77,41,58,56,48,15,6
2024-05-06,20,27,18,19,60,45,25,23,14,69,47,66,37,8,82,4,36,58,66,48
2024-05-07,79,47,83,24,47,3,57,40,68,74,43,60,73,83,10,54,92,28,62,28
2024-05-08,80,74,94,69,48,54,77,73,11,29,68,10,65,86,36,21,85,48,83,7
2024-05-09,21,0,44,88,64,1,2,72,9,22,69,24,49,39,34,25,40,18,95,31
2024-05-10,72,29,26,48,73,0,17,77,35,85,13,81,62,16,1,88,28,24,18,35
2024-05-11,52,47,85,19,74,90,3,75,27,44,6,29,11,23,3,93,89,65,32,94
2024-05-12,97,79,68,32,88,49,63,17,2,98,62,68,5,42,28,83,48,38,14,38
2024-05-13,36,78,84,37,41,97,37,62,13,42,24,24,23,47,29,81,44,5,43,9
2024-05-14,14,13,79,42,0,51,20,71,94,17,27,71,63,82,64,19,83,16,8,93
2024-05-15,58,33,25,8,55,87,67,76,59,0,44,3,8,17,88,21,45,87,67,13
2024-05-16,46,77,44,21,64,40,51,12,90,92,30,29,17,58,19,61,94,18,22,9
2024-05-17,31,88,1,63,38,31,17,83,82,4,57,41,0,30,18,76,44,79,96,40
2024-05-18,55,97,16,5,46,48,92,45,44,49,44,89,61,79,15,87,97,95,98,69
2024-05-19,67,6,28,78,36,62,58,58,37,88,24,77,2,83,75,97,12,80,30,24
2024-05-20,20,71,94,65,26,39,24,6,76,10,64,42,7,30,7,62,66,89,28,17
2024-05-21,47,81,56,94,8,71,66,24,20,38,32,33,72,9,74,49,17,66,37,13
2024-05-22,58,31,28,47,51,70,49,53,57,92,10,66,3,25,79,36,2,51,43,92
2024-05-23,94,27,82,51,54,11,83,60,95,78,46,85,31,86,11,33,86,2,86,4
2024-05-24,65,63,5,83,8,85,98,67,93,62,98,79,67,98,48,48,85,67,14,30
2024-05-25,58,1,51,23,23,89,28,89,53,92,72,41,3,89,70,13,93,48,2,29
2024-05-26,85,41,80,40,13,19,88,18,93,28,97,9,54,3,25,85,18,89,58,72
2024-05-27,35,98,82,91,14,26,84,66,38,46,43,55,48,45,32,44,17,19,68,96
2024-05-28,21,91,62,95,39,69,54,97,6,5,86,5,90,9,11,33,72,57,90,62
2024-05-29,59,57,40,63,97,97,11,45,59,71,30,98,41,28,78,58,90,10,5,94
2024-05-30,44,21,74,99,99,96,15,85,12,35,17,35,24,89,98,17,12,16,56,88
2024-05-31,74,42,95,53,78,49,66,37,5,61,28,55,65,45,15,80,17,12,31,5
2024-06-01,35,75,79,45,18,97,82,0,60,94,92,39,61,61,72,94,46,6,72,94
2024-06-02,87,2,88,14,97,74,12,10,27,22,0,89,12,98,26,57,69,30,45,77
2024-06-03,6,36,78,33,5,18,67,96,22,51,24,92,90,39,3,60,62,61,29,2
2024-06-04,3,77,53,27,91,88,81,62,61,53,18,72,52,54,68,37,70,24,86,98
2024-06-05,59,38,28,89,32,81,40,87,43,57,12,97,56,61,12,69,42,42,47,53
2024-06-06,80,34,88,11,53,67,97,39,67,78,83,91,34,84,95,46,69,32,25,27
2024-06-07,5,57,86,28,3,28,77,44,76,21,64,73,80,68,91,12,55,44,99,54
2024-06-08,68,91,14,33,32,11,56,30,16,2,2,39,61,21,91,21,27,30,15,99
2024-06-09,71,30,97,63,76,34,21,44,41,98,14,13,62,56,54,41,36,8,79,44
2024-06-10,89,49,90,92,55,79,10,11,70,5,71,23,23,36,92,71,75,78,83,17
2024-06-11,94,39,56,81,85,50,54,40,4,64,67,47,4,56,10,45,79,22,91,70
2024-06-12,25,22,7,87,6,62,75,25,38,29,80,99,97,6,67,58,93,57,45,44
2024-06-13,85,67,7,93,67,15,46,25,59,55,97,5,45,18,2,77,75,93,58,25
2024-06-14,36,60,62,4,91,92,79,24,34,70,30,38,66,3,13,3,26,48,84,17
2024-06-15,35,0,46,2,32,83,93,36,28,75,69,37,90,45,93,88,94,10,26,37
2024-06-16,74,29,20,34,31,81,98,30,5,72,48,43,35,47,13,61,92,91,73,38
2024-06-17,92,65,50,28,75,79,55,28,38,62,22,47,4,80,38,44,88,39,47,29
2024-06-18,80,43,48,49,67,54,43,65,63,71,46,98,57,79,46,33,52,57,30,75
2024-06-19,42,66,28,48,35,41,67,15,24,35,27,17,81,16,64,45,16,29,10,9
2024-06-20,35,75,39,56,12,88,33,18,35,96,62,12,16,76,84,8,29,4,12,13
2024-06-21,43,1,71,40,40,96,33,4,40,46,47,46,33,54,87,35,53,84,39,13
2024-06-22,43,50,86,85,76,38,27,44,31,97,8,50,38,77,59,6,67,49,61,9
2024-06-23,50,52,14,61,90,2,25,32,54,74,66,46,95,34,78,82,10,4,98,35
2024-06-24,66,2,76,35,58,4,10,82,55,77,16,32,85,58,66,20,55,73,17,29
2024-06-25,0,96,89,9,83,54,96,50,20,85,93,53,40,77,8,84,86,29,1,0
2024-06-26,97,78,35,88,89,90,50,82,3,15,63,10,4,10,45,48,92,42,51,81
2024-06-27,81,32,72,88,82,32,73,73,24,66,8,27,2,13,10,94,16,7,75,64
2024-06-28,63,89,66,66,45,56,76,35,3,42,37,18,70,80,15,48,32,56,9,93
2024-06-29,6,82,19,77,28,78,91,93,86,42,42,95,89,48,39,9,36,47,83,32
2024-06-30,30,2,3,80,16,96,6,80,11,63,75,22,56,78,17,52,53,76,36,64
2024-07-01,95,70,1,15,39,40,33,44,94,80,13,44,68,16,5,95,78,88,78,67
2024-07-02,76,52,25,9,59,21,82,53,99,38,41,26,28,47,6,83,9,90,39,45
2024-07-03,96,73,27,30,14,63,66,88,28,6,21,96,98,35,48,84,47,95,83,74
2024-07-04,62,20,18,86,24,24,84,4,71,61,3,18,29,22,16,85,92,17,57,43
2024-07-05,37,95,4,97,31,56,93,64,76,9,56,31,41,23,61,53,12,72,28,58
2024-07-06,86,39,63,86,62,98,8,36,70,48,25,33,72,78,63,88,52,82,10,98
2024-07-07,87,89,88,84,8,91,16,86,55,28,31,26,72,73,42,42,21,39,66,62
2024-07-08,12,73,98,81,0,82,2,13,24,49,84,81,37,47,17,95,27,20,98,21
2024-07-09,18,98,7,3,45,29,87,73,54,1,26,89,24,2,23,75,85,28,23,83
2024-07-10,19,36,38,39,7,84,21,36,63,80,58,36,0,49,56,35,62,78,3,81
2024-07-11,59,32,69,70,75,41,57,47,36,12,91,12,64,39,82,47,18,15,39,53
2024-07-12,62,84,37,78,22,87,9,80,26,65,54,57,98,59,21,41,9,33,29,64
2024-07-13,91,28,84,87,63,69,79,37,98,38,8,73,33,2,17,36,21,13,16,62
2024-07-14,12,78,84,72,24,57,6,94,0,22,8,99,4,0,10,88,40,94,95,72
2024-07-15,16,97,43,46,63,71,96,97,41,14,91,11,55,16,35,52,70,97,91,52
2024-07-16,31,53,36,45,91,51,4,68,28,21,76,16,60,81,30,47,57,64,97,88
2024-07-17,20,54,15,6,36,31,57,64,38,86,84,72,35,24,11,25,95,41,41,47
2024-07-18,64,92,11,82,44,27,54,54,13,9,62,73,61,35,55,90,92,23,9,65
2024-07-19,17,80,28,15,81,20,0,82,9,41,39,14,3,8,42,95,72,71,66,76
2024-07-20,52,98,60,63,2,75,35,77,84,2,38,90,12,74,32,50,90,63,43,69
2024-07-21,22,1,61,86,69,51,14,8,27,96,46,80,1,47,24,95,19,4,16,6
2024-07-22,31,99,93,57,83,39,89,21,40,12,93,33,24,22,47,50,67,80,70,49
2024-07-23,53,97,44,32,64,67,93,35,50,62,70,4,90,17,22,69,19,13,94,64
2024-07-24,94,6,3,27,3,43,96,35,73,64,3,23,63,9,45,67,33,31,72,41
2024-07-25,53,19,78,59,97,75,59,61,33,44,67,51,95,55,1,12,4,90,31,83
2024-07-26,44,92,48,86,67,26,57,26,19,31,29,49,63,96,46,76,49,43,41,87
2024-07-27,14,29,72,29,0,21,2,29,32,95,80,12,12,99,67,62,58,14,26,43
2024-07-28,44,97,4,1,91,87,28,32,59,20,87,26,5,53,73,95,62,10,66,9
2024-07-29,19,29,5,36,76,5,49,22,56,49,16,85,50,98,98,25,88,71,43,81
2024-07-30,42,49,37,84,90,15,58,11,88,22,3,74,66,41,61,77,17,30,48,63
2024-07-31,61,49,66,2,32,57,30,94,96,37,23,22,44,95,23,33,55,56,66,72
2024-08-01,79,49,7,67,59,21,85,74,42,96,67,92,72,71,21,41,63,82,91,8
2024-08-02,71,26,70,31,57,52,87,65,24,62,64,36,26,90,15,14,58,30,50,26
2024-08-03,36,40,56,7,43,68,70,27,54,38,3,43,67,94,11,42,94,46,89,68
2024-08-04,86,75,7,76,12,74,41,68,6,11,10,37,16,0,87,75,56,72,30,70
2024-08-05,52,8,66,99,25,0,75,27,40,0,6,70,96,59,84,20,6,34,20,61
2024-08-06,95,23,90,53,10,53,46,74,74,64,66,60,23,92,21,59,77,8,45,2
2024-08-07,22,63,91,30,83,52,76,81,63,42,58,69,86,54,87,38,75,60,7,50
2024-08-08,76,67,56,79,90,14,25,98,24,82,53,38,72,75,27,1,77,68,12,3
2024-08-09,66,60,76,87,66,63,52,56,97,4,54,24,72,74,26,75,64,94,81,77
2024-08-10,14,98,79,84,75,85,60,1,46,24,31,27,63,78,86,87,2,75,93,77
2024-08-11,11,95,50,57,28,84,87,81,20,12,97,87,85,77,10,51,11,42,16,47
2024-08-12,67,84,8,89,18,94,48,5,79,4,62,79,46,68,57,7,69,95,34,12
2024-08-13,25,63,98,81,78,36,61,40,5,49,54,84,76,45,49,79,28,35,90,76
2024-08-14,94,87,76,26,52,41,39,77,38,14,34,80,50,1,62,17,10,30,77,5
2024-08-15,20,20,82,25,57,12,79,26,46,33,65,25,0,52,97,83,99,44,56,79
2024-08-16,33,11,16,96,79,28,78,70,46,2,72,29,27,52,26,71,29,80,43,51
2024-08-17,3,2,21,34,17,50,60,80,51,36,92,43,28,7,18,69,19,36,2,37
2024-08-18,64,21,0,83,72,99,13,67,25,50,74,16,46,26,15,72,25,52,69,44
2024-08-19,13,1,38,99,97,44,41,64,83,57,72,2,87,53,49,21,13,36,92,55
2024-08-20,41,13,6,60,95,44,23,37,51,75,45,92,64,12,11,55,80,53,80,8
2024-08-21,32,4,35,56,92,46,37,67,71,17,70,53,50,98,77,81,82,64,2,36
2024-08-22,76,17,95,0,55,8,76,61,40,10,45,34,18,18,84,32,9,15,66,36
2024-08-23,5,5,5,73,85,84,54,39,31,74,80,93,98,70,19,96,12,27,83,51
2024-08-24,24,52,77,27,50,28,39,21,70,31,50,80,14,66,33,48,71,92,86,90
2024-08-25,4,42,80,81,41,28,54,74,69,25,0,88,44,83,87,93,35,65,59,16
2024-08-26,43,43,19,37,43,79,85,71,80,9,55,25,41,70,94,35,57,10,68,23
2024-08-27,46,32,5,74,61,81,94,41,75,30,43,83,89,37,80,76,18,62,49,6
2024-08-28,54,97,77,20,22,31,1,7,71,54,69,71,7,94,96,3,6,81,60,99
2024-08-29,24,79,52,55,20,60,41,22,83,21,30,8,67,28,95,74,90,19,63,87
2024-08-30,96,65,94,14,4,46,31,92,1,31,34,71,0,84,93,48,10,5,25,13
2024-08-31,50,41,19,83,60,62,68,86,67,13,38,52,18,94,25,77,95,27,45,24
2024-09-01,82,79,89,6,74,57,42,88,86,69,17,25,15,25,77,33,28,24,5,34
2024-09-02,9,56,18,27,47,38,32,95,5,88,92,96,86,80,23,18,60,53,72,11
2024-09-03,28,67,61,34,14,85,83,14,74,14,45,46,40,34,46,71,33,58,35,97
2024-09-04,68,85,43,25,7,81,69,82,67,3,42,33,43,66,56,63,21,49,23,51
2024-09-05,29,21,94,26,62,62,57,71,60,84,2,7,55,39,21,35,64,85,18,29
2024-09-06,14,99,1,15,38,19,68,2,51,19,63,11,19,83,90,36,58,67,76,53
2024-09-07,57,78,54,53,28,83,44,55,63,54,44,48,9,82,8,98,96,88,7,2
2024-09-08,61,16,94,65,85,99,93,10,98,7,77,74,21,38,63,49,70,13,40,71
2024-09-09,0,65,54,92,96,68,53,53,44,77,33,24,44,33,81,27,40,27,53,30
2024-09-10,62,80,74,30,56,38,65,87,84,88,40,81,37,10,58,59,76,84,89,70
2024-09-11,62,1,11,14,25,89,72,63,12,65,73,30,24,68,12,58,97,2,18,53
2024-09-12,7,70,8,19,54,81,36,5,34,7,18,46,88,89,70,84,53,95,83,65
2024-09-13,23,76,87,47,36,36,75,95,40,10,4,83,31,82,11,3,30,31,99,23
2024-09-14,74,92,78,97,16,68,52,86,74,77,38,67,88,19,3,31,86,46,25,91
2024-09-15,4,80,79,51,26,43,35,14,59,19,99,57,11,61,38,18,29,25,58,27
2024-09-16,4,81,28,30,43,79,61,8,45,75,4,4,70,50,16,67,8,44,81,17
2024-09-17,58,37,89,64,35,48,52,98,74,71,98,15,46,96,85,20,42,18,70,61
2024-09-18,58,90,10,94,48,2,91,93,94,83,27,28,32,22,90,53,26,77,62,37
2024-09-19,91,55,62,3,62,41,74,4,38,6,93,41,13,74,88,77,85,84,98,36
2024-09-20,34,11,85,93,28,61,24,86,0,69,54,28,92,47,52,8,41,15,55,57
2024-09-21,24,94,30,65,97,80,74,5,52,75,66,56,92,55,83,88,78,14,77,78
2024-09-22,67,37,28,65,72,91,34,28,74,97,29,27,89,26,41,99,80,24,95,84
2024-09-23,97,40,66,38,44,67,41,41,54,10,98,82,48,75,99,51,72,8,95,16
2024-09-24,80,48,64,59,41,95,31,23,89,29,10,15,35,87,66,12,53,62,80,56
2024-09-25,34,99,25,96,20,51,11,89,48,88,82,19,5,91,56,85,68,76,48,73
2024-09-26,91,70,93,24,80,52,6,64,62,99,64,13,99,31,69,59,35,40,65,87
2024-09-27,94,99,11,18,20,97,9,69,95,57,0,6,70,39,50,4,89,90,60,47
2024-09-28,39,19,93,48,10,79,97,28,68,99,11,81,49,66,18,21,55,25,59,8
2024-09-29,78,27,73,16,79,1,17,33,77,3,74,23,99,28,14,68,27,54,77,79
2024-09-30,22,20,27,39,74,54,87,69,61,52,41,34,17,27,90,82,0,22,80,58
2024-10-01,7,80,75,28,74,88,64,74,4,56,75,46,40,56,67,81,81,70,98,53
2024-10-02,44,33,12,22,30,50,99,77,88,18,2,0,50,11,18,17,71,95,12,10
2024-10-03,32,63,36,27,11,45,3,62,82,96,32,82,50,26,9,44,86,94,46,77
2024-10-04,21,74,2,41,76,36,10,97,29,4,40,69,38,90,21,57,10,11,19,21
